# Expression Atlas
# Query: Genes matching: 'default query', specifically expressed above the expression level cutoff: 0 TPM in experiment E-MTAB-3719
# Selected columns: 6 (all)
# Timestamp: Fri, 24-Aug-2018 23:20:29
Gene ID	Gene Name	brain	cerebellum	heart	kidney	liver	testis
ENSMODG00000029284	ENSMODG00000029284	6.0	0.3	0.3	0.4		1.0
ENSMODG00000029285	ENSMODG00000029285	2.0	2.0	0.6	1.0	1.0	1.0
ENSMODG00000029286	ENSMODG00000029286				0.1		
ENSMODG00000029287	ENSMODG00000029287	1.0	1.0	0.1	0.5	0.1	0.4
ENSMODG00000029288	ENSMODG00000029288	0.1	0.6				0.1
ENSMODG00000029289	ENSMODG00000029289	0.1	0.3		0.1		
ENSMODG00000029290	ENSMODG00000029290	0.2	0.2		0.1		0.3
ENSMODG00000029291	ENSMODG00000029291	0.2		0.1			0.1
ENSMODG00000029292	ENSMODG00000029292	0.2	0.1	0.1	0.3	0.4	1.0
ENSMODG00000029293	ENSMODG00000029293	4.0	7.0	1.0	2.0	1.0	2.0
ENSMODG00000029294	ENSMODG00000029294	0.3	0.3	0.1	0.2	0.2	0.3
ENSMODG00000029295	ENSMODG00000029295	0.4	0.1				
ENSMODG00000029296	ENSMODG00000029296	8.0	0.1	0.1	0.1		
ENSMODG00000029297	ENSMODG00000029297	3.0	0.2	0.1	0.1		0.6
ENSMODG00000029298	ENSMODG00000029298	0.9	0.6	0.4	0.6	0.1	0.6
ENSMODG00000029299	ENSMODG00000029299	5.0	3.0	2.0	2.0	3.0	2.0
ENSMODG00000029300	ENSMODG00000029300	0.3	0.1		0.1		0.3
ENSMODG00000029301	ENSMODG00000029301	8.0	5.0	2.0	7.0	4.0	7.0
ENSMODG00000029302	ENSMODG00000029302	0.1					
ENSMODG00000029303	ENSMODG00000029303	0.3	0.3	0.7	0.6	0.3	
ENSMODG00000029304	ENSMODG00000029304	27.0	27.0	11.0	20.0	12.0	19.0
ENSMODG00000029305	ENSMODG00000029305	0.3				0.1	
ENSMODG00000029306	ENSMODG00000029306	0.1	0.1	0.1	0.1		
ENSMODG00000029307	ENSMODG00000029307	49.0	51.0	0.8	1.0	0.3	7.0
ENSMODG00000029308	ENSMODG00000029308	1.0	2.0	0.6	0.8	0.6	0.7
ENSMODG00000029309	ENSMODG00000029309	0.2	0.1			0.6	0.2
ENSMODG00000029310	ENSMODG00000029310	6.0	4.0	0.2	2.0	0.9	1.0
ENSMODG00000029311	ENSMODG00000029311	5.0	10.0	3.0	10.0	0.4	1.0
ENSMODG00000029312	ENSMODG00000029312	0.3	4.0	0.2	0.3	0.5	0.3
ENSMODG00000029313	ENSMODG00000029313	0.1			0.1		0.1
ENSMODG00000029314	ENSMODG00000029314	0.9	4.0	0.8	2.0	0.4	0.9
ENSMODG00000029315	ENSMODG00000029315	11.0	10.0	2.0	3.0	2.0	39.0
ENSMODG00000029316	ENSMODG00000029316						0.1
ENSMODG00000029317	ENSMODG00000029317	0.4	0.5	0.1	0.1	0.2	101.0
ENSMODG00000029318	ENSMODG00000029318		0.1				
ENSMODG00000029319	ENSMODG00000029319	10.0	4.0	2.0	3.0	2.0	8.0
ENSMODG00000029320	ENSMODG00000029320	0.6	0.9	0.4	0.4	0.9	0.4
ENSMODG00000029321	ENSMODG00000029321	2.0	3.0	1.0	0.9	0.4	3.0
ENSMODG00000029322	ENSMODG00000029322	0.9	0.7	0.1	0.1	0.4	0.1
ENSMODG00000029323	ENSMODG00000029323	4.0	0.2	0.2	0.2	1.0	2.0
ENSMODG00000029324	ENSMODG00000029324	2.0	0.2		0.3	0.3	4.0
ENSMODG00000029325	ENSMODG00000029325	1.0	0.5	0.1	0.4	0.2	1.0
ENSMODG00000029327	ENSMODG00000029327					0.5	
ENSMODG00000029328	ENSMODG00000029328	1.0	1.0	5.0			
ENSMODG00000029329	ENSMODG00000029329	32.0	5.0	0.6			60.0
ENSMODG00000029330	ENSMODG00000029330	0.5					
ENSMODG00000029332	ENSMODG00000029332	2.0	3.0	1.0	1.0	0.6	4.0
ENSMODG00000029333	ENSMODG00000029333						64.0
ENSMODG00000029334	ENSMODG00000029334	5.0	4.0	0.8	0.9	2.0	4.0
ENSMODG00000029335	ENSMODG00000029335	2.0	3.0	0.9	2.0	0.7	2.0
ENSMODG00000029336	ENSMODG00000029336	303.0	129.0	58.0	70.0	34.0	35.0
ENSMODG00000029337	ENSMODG00000029337		0.5				201.0
ENSMODG00000029338	ENSMODG00000029338	3.0	2.0	0.2	0.5	0.3	0.6
ENSMODG00000029339	ENSMODG00000029339	2.0	0.3		0.3		0.7
ENSMODG00000029341	ENSMODG00000029341	0.2		0.2			
ENSMODG00000029342	ENSMODG00000029342	4.0	2.0				133.0
ENSMODG00000029343	ENSMODG00000029343	6.0	13.0	2.0	0.7		4.0
ENSMODG00000029344	ENSMODG00000029344	3.0	3.0	0.3	1.0	0.3	2.0
ENSMODG00000029345	ENSMODG00000029345	6.0	3.0	0.3	0.4	0.1	5.0
ENSMODG00000029346	ENSMODG00000029346	4.0	0.4				1.0
ENSMODG00000029347	ENSMODG00000029347	0.2					
ENSMODG00000029349	ENSMODG00000029349	0.3	0.1				
ENSMODG00000029350	ENSMODG00000029350	3.0	5.0	1.0	2.0	0.6	1.0
ENSMODG00000029352	ENSMODG00000029352		0.1		0.1		0.2
ENSMODG00000029353	ENSMODG00000029353						3.0
ENSMODG00000029354	ENSMODG00000029354	2.0	0.2	0.1			0.4
ENSMODG00000029355	ENSMODG00000029355	10.0	6.0	4.0	5.0	0.4	5.0
ENSMODG00000029356	ENSMODG00000029356	0.3			0.9		16.0
ENSMODG00000029357	ENSMODG00000029357				0.1		
ENSMODG00000029358	COL15A1	1.0	0.8	20.0	5.0	0.2	5.0
ENSMODG00000029360	ENSMODG00000029360	1.0	2.0	0.6	0.7	0.2	0.4
ENSMODG00000029361	ENSMODG00000029361	0.5	0.1			0.1	
ENSMODG00000029362	ENSMODG00000029362	1.0	0.6	1.0	2.0	0.3	1.0
ENSMODG00000029363	ENSMODG00000029363	0.1					0.1
ENSMODG00000029364	ENSMODG00000029364	0.1					185.0
ENSMODG00000029365	ENSMODG00000029365			0.4	0.1	0.1	0.1
ENSMODG00000029366	ENSMODG00000029366	2.0	1.0	0.5	1.0	2.0	2.0
ENSMODG00000029367	ENSMODG00000029367	4.0	0.4		0.9		
ENSMODG00000029368	ENSMODG00000029368	0.2	0.5	0.1	0.6	0.2	9.0
ENSMODG00000029369	ENSMODG00000029369	10.0	10.0	3.0	5.0	4.0	7.0
ENSMODG00000029371	ENSMODG00000029371	4.0	0.4	0.1	0.3	0.2	2.0
ENSMODG00000029372	STYX	12.0	16.0	13.0	11.0	14.0	44.0
ENSMODG00000029373	ENSMODG00000029373	0.3	0.1				0.1
ENSMODG00000029374	ENSMODG00000029374	0.6	0.3	0.2	0.4	0.3	0.7
ENSMODG00000029375	ENSMODG00000029375	16.0	9.0	1.0	0.4	0.1	2.0
ENSMODG00000029376	ENSMODG00000029376	0.2			0.1		183.0
ENSMODG00000029377	ENSMODG00000029377	0.2	0.2				0.2
ENSMODG00000029379	ENSMODG00000029379	3.0	1.0	0.3	1.0	0.4	4.0
ENSMODG00000029380	ENSMODG00000029380	4.0			0.4	0.2	1.0
ENSMODG00000029381	ENSMODG00000029381	6.0	12.0	49.0	2.0	2.0	15.0
ENSMODG00000029382	ENSMODG00000029382						0.1
ENSMODG00000029383	ENSMODG00000029383	2.0	3.0	3.0	3.0	0.9	3.0
ENSMODG00000029384	ENSMODG00000029384		0.2				15.0
ENSMODG00000029385	ENSMODG00000029385	3.0	0.5	0.4	20.0	0.1	0.6
ENSMODG00000029386	ENSMODG00000029386						12.0
ENSMODG00000029387	ENSMODG00000029387					10.0	6.0
ENSMODG00000029388	ENSMODG00000029388	1.0	1.0			0.4	0.4
ENSMODG00000029390	ENSMODG00000029390	0.3	0.1	0.3	0.2		0.1
ENSMODG00000029391	ENSMODG00000029391	0.1	0.1			0.2	0.1
ENSMODG00000029393	ENSMODG00000029393		0.1			0.1	
ENSMODG00000029395	ENSMODG00000029395						53.0
ENSMODG00000029396	ENSMODG00000029396		0.4	0.1	0.1		0.3
ENSMODG00000029397	ENSMODG00000029397	23.0	22.0	5.0	8.0	4.0	10.0
ENSMODG00000029398	ENSMODG00000029398	4.0	2.0	0.3	0.2	0.5	0.2
ENSMODG00000029399	ENSMODG00000029399		0.1				
ENSMODG00000029400	ENSMODG00000029400	0.1	0.1	0.3	0.5		0.1
ENSMODG00000029401	ENSMODG00000029401	519.0	155.0	0.7	2.0	0.5	2.0
ENSMODG00000029402	ENSMODG00000029402	0.1					11.0
ENSMODG00000029403	ENSMODG00000029403	0.8	0.3				
ENSMODG00000029404	ENSMODG00000029404	12.0	4.0	0.6	0.3	0.1	0.7
ENSMODG00000029405	ENSMODG00000029405			0.1		0.1	
ENSMODG00000029406	POP4	5.0	8.0	2.0	5.0	4.0	7.0
ENSMODG00000029407	ENSMODG00000029407	140.0	308.0	92.0	157.0	98.0	258.0
ENSMODG00000029408	ENSMODG00000029408	0.8	1.0	0.1	0.1	0.1	161.0
ENSMODG00000029409	ENSMODG00000029409	0.8	0.4		0.3	0.3	0.3
ENSMODG00000029410	ENSMODG00000029410	8.0	1.0	1.0	0.4	0.8	1.0
ENSMODG00000029411	ENSMODG00000029411	1.0	3.0	0.2	0.8	0.4	37.0
ENSMODG00000029412	ENSMODG00000029412	0.1	0.1				30.0
ENSMODG00000029413	ENSMODG00000029413	2.0	0.4	0.4	0.2		2.0
ENSMODG00000029414	ENSMODG00000029414	0.1					0.2
ENSMODG00000029415	ENSMODG00000029415						1.0
ENSMODG00000029416	ENSMODG00000029416	0.3	0.4	0.1	0.2	0.1	0.5
ENSMODG00000029417	ENSMODG00000029417	2.0	2.0	0.6	1.0	0.3	2.0
ENSMODG00000029418	ENSMODG00000029418	6.0	7.0	4.0	3.0	0.8	5.0
ENSMODG00000029419	ENSMODG00000029419					0.1	
ENSMODG00000029420	ST6GALNAC5	38.0	10.0		0.1		1.0
ENSMODG00000029421	ENSMODG00000029421		0.1				
ENSMODG00000029422	ENSMODG00000029422	32.0	40.0	18.0	46.0	36.0	11.0
ENSMODG00000029423	ENSMODG00000029423	13.0	0.4	0.4	0.5	0.6	0.6
ENSMODG00000029424	ENSMODG00000029424	13.0	3.0	0.1	1.0		2.0
ENSMODG00000029425	ENSMODG00000029425	3.0	4.0	2.0	2.0	1.0	4.0
ENSMODG00000029426	ENSMODG00000029426	155.0	202.0	83.0	51.0	23.0	16.0
ENSMODG00000029427	ENSMODG00000029427	0.8	0.6				36.0
ENSMODG00000029429	ENSMODG00000029429	8.0	2.0	2.0	15.0	4.0	1.0
ENSMODG00000029430	ENSMODG00000029430	1.0	2.0	0.6	0.8	0.4	0.8
ENSMODG00000029431	ENSMODG00000029431	0.1	0.3				0.2
ENSMODG00000029432	ENSMODG00000029432				0.2	0.1	0.3
ENSMODG00000029433	ENSMODG00000029433				0.1	0.1	
ENSMODG00000029434	ENSMODG00000029434						404.0
ENSMODG00000029435	ENSMODG00000029435	0.6		0.3	45.0	68.0	24.0
ENSMODG00000029436	ENSMODG00000029436	0.4	0.7	0.3	0.4	0.1	0.2
ENSMODG00000029437	ENSMODG00000029437	0.1			0.1		
ENSMODG00000029438	ENSMODG00000029438	0.4		0.3	0.1	0.8	0.1
ENSMODG00000029439	ENSMODG00000029439	2.0	3.0	0.8	0.2	0.6	0.4
ENSMODG00000029440	ENSMODG00000029440			0.3	0.1	0.2	0.2
ENSMODG00000029441	ENSMODG00000029441						14.0
ENSMODG00000029442	ENSMODG00000029442	0.1			0.1		
ENSMODG00000029443	ENSMODG00000029443	4.0	3.0	2.0	2.0	2.0	1.0
ENSMODG00000029444	ENSMODG00000029444	0.4	0.1			0.1	
ENSMODG00000029445	ENSMODG00000029445				1.0		3.0
ENSMODG00000029446	ENSMODG00000029446						75.0
ENSMODG00000029447	FAM216A	34.0	20.0	0.4	1.0	0.2	5.0
ENSMODG00000029448	ENSMODG00000029448	1.0	3.0	0.5	0.9	0.8	1.0
ENSMODG00000029449	ENSMODG00000029449	42.0	22.0	0.1	3.0	0.1	5.0
ENSMODG00000029450	ENSMODG00000029450		0.4			0.1	0.1
ENSMODG00000029451	ENSMODG00000029451	2.0	0.1			0.1	1.0
ENSMODG00000029452	ENSMODG00000029452				0.1		0.1
ENSMODG00000029453	ENSMODG00000029453	4.0	2.0	0.6	0.7	0.1	4.0
ENSMODG00000029454	ENSMODG00000029454						0.4
ENSMODG00000029456	ENSMODG00000029456	8.0	3.0	0.3	2.0	0.9	2.0
ENSMODG00000029457	ENSMODG00000029457	0.2	0.3				3.0
ENSMODG00000029458	ENSMODG00000029458	5.0	7.0	0.2	0.5	0.4	0.1
ENSMODG00000029459	ENSMODG00000029459	0.2	0.1	0.2	0.2	0.3	0.1
ENSMODG00000029461	ENSMODG00000029461		0.1				
ENSMODG00000029462	ENSMODG00000029462				0.1		11.0
ENSMODG00000029464	ENSMODG00000029464						0.1
ENSMODG00000029466	ENSMODG00000029466	0.3	0.2		0.2	0.1	16.0
ENSMODG00000029467	ENSMODG00000029467	0.9	0.7	0.4	2.0	0.9	
ENSMODG00000029468	ENSMODG00000029468	0.4	2.0	0.2	32.0	33.0	3.0
ENSMODG00000029469	ENSMODG00000029469	7.0	4.0	1.0	4.0	2.0	3.0
ENSMODG00000029470	ENSMODG00000029470	0.1			0.1		0.3
ENSMODG00000029471	ENSMODG00000029471	0.6		0.1			0.4
ENSMODG00000029472	ENSMODG00000029472	7.0	0.6	0.4	0.7	1.0	
ENSMODG00000029473	ENSMODG00000029473	2.0					
ENSMODG00000029474	ENSMODG00000029474	0.5	0.9	0.3	0.2	0.1	0.5
ENSMODG00000029475	ENSMODG00000029475						22.0
ENSMODG00000029476	ENSMODG00000029476	4.0	4.0	2.0	44.0		5.0
ENSMODG00000029477	ENSMODG00000029477	10.0	1.0		0.3		
ENSMODG00000029478	ENSMODG00000029478				0.1	0.1	
ENSMODG00000029479	ENSMODG00000029479	15.0	18.0	6.0	6.0	4.0	11.0
ENSMODG00000029480	ENSMODG00000029480	0.1					
ENSMODG00000029481	ENSMODG00000029481	2.0	2.0	0.7	2.0	0.4	0.8
ENSMODG00000029482	ENSMODG00000029482	7.0	7.0	4.0	5.0	3.0	4.0
ENSMODG00000029483	ENSMODG00000029483	0.4	0.1				22.0
ENSMODG00000029484	ENSMODG00000029484	0.5					0.3
ENSMODG00000029485	ENSMODG00000029485	0.4	0.5	0.1			0.1
ENSMODG00000029486	ENSMODG00000029486	0.1	0.1		0.2		0.1
ENSMODG00000029488	ENSMODG00000029488	0.9	0.8	6.0	2.0	5.0	6.0
ENSMODG00000029489	ENSMODG00000029489	2.0	0.3			266.0	25.0
ENSMODG00000029490	ENSMODG00000029490	0.4	0.2			0.1	0.2
ENSMODG00000029491	ENSMODG00000029491						0.3
ENSMODG00000029492	ENSMODG00000029492	0.1	0.1				
ENSMODG00000029493	ENSMODG00000029493	0.7	0.5	0.1	0.4	0.1	10.0
ENSMODG00000029494	ENSMODG00000029494	4.0	4.0	3.0	5.0	3.0	13.0
ENSMODG00000029495	ENSMODG00000029495					0.1	
ENSMODG00000029496	ENSMODG00000029496	3.0	2.0	4.0	55.0	138.0	5.0
ENSMODG00000029497	ENSMODG00000029497	5.0	0.5	0.1	0.5		0.6
ENSMODG00000029498	ENSMODG00000029498	3.0					
ENSMODG00000029499	ENSMODG00000029499	1.0	2.0	0.3	0.6	0.6	2.0
ENSMODG00000029500	ENSMODG00000029500	1.0		0.1		0.4	0.7
ENSMODG00000029502	ENSMODG00000029502	2.0	1.0	0.1	1.0	0.3	153.0
ENSMODG00000029503	ENSMODG00000029503	0.7	0.5	0.6	0.6	0.1	0.5
ENSMODG00000029504	SNX12	12.0	12.0	9.0	8.0	5.0	6.0
ENSMODG00000029505	ENSMODG00000029505		0.1	0.1	147.0	542.0	39.0
ENSMODG00000029506	ENSMODG00000029506	23.0	3.0		0.1		0.1
ENSMODG00000029507	ENSMODG00000029507	12.0	7.0	13.0	24.0	12.0	10.0
ENSMODG00000029508	ENSMODG00000029508	0.7	0.1		0.3		488.0
ENSMODG00000029509	ENSMODG00000029509	79.0	94.0	69.0	152.0	66.0	85.0
ENSMODG00000029511	ENSMODG00000029511			0.2			
ENSMODG00000029512	ENSMODG00000029512		0.1				
ENSMODG00000029513	ENSMODG00000029513	14.0	4.0				0.2
ENSMODG00000029514	ENSMODG00000029514			0.5	0.1	0.6	0.3
ENSMODG00000029515	ENSMODG00000029515	54.0	32.0		0.1	0.6	3.0
ENSMODG00000029516	ENSMODG00000029516	0.1					
ENSMODG00000029517	ENSMODG00000029517	0.2	0.1	0.3	0.4	0.5	1.0
ENSMODG00000029518	ENSMODG00000029518	1.0		0.1			15.0
ENSMODG00000029519	ENSMODG00000029519		0.1	0.2	0.1		0.2
ENSMODG00000029520	ENSMODG00000029520	0.2	0.2		0.2		0.4
ENSMODG00000029521	ENSMODG00000029521	2.0	0.4	0.4	0.9	0.4	1.0
ENSMODG00000029522	ENSMODG00000029522				0.1	0.1	0.2
ENSMODG00000029523	ENSMODG00000029523	0.4	1.0	0.2	0.6	0.2	0.3
ENSMODG00000029524	ENSMODG00000029524	39.0	13.0	7.0	7.0	7.0	15.0
ENSMODG00000029525	ENSMODG00000029525	4.0	4.0	0.8	2.0		0.6
ENSMODG00000029527	ENSMODG00000029527	0.7	0.1		0.3	0.3	7.0
ENSMODG00000029528	ENSMODG00000029528	5.0	2.0	17.0	645.0	11.0	0.5
ENSMODG00000029529	ENSMODG00000029529						178.0
ENSMODG00000029530	ENSMODG00000029530	8.0	10.0	3.0	8.0	5.0	11.0
ENSMODG00000029531	ENSMODG00000029531	0.1	0.2		0.2		0.1
ENSMODG00000029532	ENSMODG00000029532	1.0	1.0	0.1	0.4	0.5	55.0
ENSMODG00000029533	ENSMODG00000029533	2.0	2.0	0.6	0.8	0.3	0.9
ENSMODG00000029534	ENSMODG00000029534	1.0	1.0	0.7	1.0	0.5	2.0
ENSMODG00000029535	ENSMODG00000029535		0.1		0.1	0.2	0.1
ENSMODG00000029536	ENSMODG00000029536						0.1
ENSMODG00000029537	ENSMODG00000029537	2.0	2.0	1.0	2.0	0.2	12.0
ENSMODG00000029539	ENSMODG00000029539		0.2		0.3	0.5	0.2
ENSMODG00000029540	ENSMODG00000029540	25.0	13.0	167.0	60.0	26.0	14.0
ENSMODG00000029541	ENSMODG00000029541	1.0	3.0		5.0	6.0	1.0
ENSMODG00000029542	ENSMODG00000029542	2.0	12.0	0.1	0.3		0.2
ENSMODG00000029543	ENSMODG00000029543	2.0	0.9	0.1	0.4		0.7
ENSMODG00000029544	HLA-DMA	5.0	1.0	1.0	3.0	6.0	2.0
ENSMODG00000029545	ENSMODG00000029545	8.0	8.0	17.0	17.0	11.0	4.0
ENSMODG00000029547	ENSMODG00000029547	1.0	0.4	0.3	0.3	0.1	0.2
ENSMODG00000029548	ENSMODG00000029548		0.1				
ENSMODG00000029549	ENSMODG00000029549	16.0	18.0	27.0	38.0	135.0	17.0
ENSMODG00000029550	ENSMODG00000029550	0.2	0.1	0.2			0.1
ENSMODG00000029551	ENSMODG00000029551	0.1					25.0
ENSMODG00000029552	ENSMODG00000029552	0.6	2.0	0.2	2.0	1.0	5.0
ENSMODG00000029553	ENSMODG00000029553	2.0	0.5	0.1	0.1	1.0	
ENSMODG00000029554	ENSMODG00000029554	0.2	0.1				0.1
ENSMODG00000029555	ENSMODG00000029555		2.0				19.0
ENSMODG00000029556	ENSMODG00000029556	0.4	0.4	0.2	0.6	0.1	1.0
ENSMODG00000029557	ENSMODG00000029557	3.0	1.0				0.1
ENSMODG00000029558	ENSMODG00000029558	15.0	14.0	4.0	4.0	2.0	8.0
ENSMODG00000029559	ENSMODG00000029559	21.0	30.0	6.0	11.0	6.0	7.0
ENSMODG00000029560	ENSMODG00000029560	5.0	3.0	0.8	1.0	0.7	2.0
ENSMODG00000029561	ENSMODG00000029561	0.2			1.0	0.1	0.5
ENSMODG00000029562	ENSMODG00000029562				0.1		
ENSMODG00000029563	ENSMODG00000029563		0.1				40.0
ENSMODG00000029564	ENSMODG00000029564	5.0	5.0	2.0	2.0	1.0	3.0
ENSMODG00000029565	ENSMODG00000029565	2.0	1.0	13.0	2.0	4.0	1.0
ENSMODG00000029567	ENSMODG00000029567						6.0
ENSMODG00000029569	ENSMODG00000029569					0.1	2.0
ENSMODG00000029570	ENSMODG00000029570	40.0	51.0	41.0	21.0	9.0	34.0
ENSMODG00000029571	ENSMODG00000029571	0.1	0.1				277.0
ENSMODG00000029572	ENSMODG00000029572	0.3	0.1				
ENSMODG00000029573	ENSMODG00000029573			0.2			8.0
ENSMODG00000029574	ENSMODG00000029574	3.0		0.1			0.2
ENSMODG00000029575	ENSMODG00000029575	2.0	2.0	0.8	2.0	2.0	17.0
ENSMODG00000029576	ENSMODG00000029576	7.0	6.0	3.0	3.0	2.0	3.0
ENSMODG00000029577	ENSMODG00000029577		0.2				3.0
ENSMODG00000029578	ENSMODG00000029578					0.3	
ENSMODG00000029579	ENSMODG00000029579	5.0	3.0	0.9	48.0	0.4	2.0
ENSMODG00000029580	ENSMODG00000029580	0.2	2.0	0.3	0.3		0.7
ENSMODG00000029581	ENSMODG00000029581						2.0
ENSMODG00000029582	ENSMODG00000029582	0.7	0.9	0.4	0.9	1.0	0.1
ENSMODG00000029583	ENSMODG00000029583	76.0	18.0	8.0	9.0	16.0	31.0
ENSMODG00000029584	ENSMODG00000029584	0.2					30.0
ENSMODG00000029585	ENSMODG00000029585	1.0	1.0	0.3	0.7	0.4	0.9
ENSMODG00000029586	ENSMODG00000029586	105.0	77.0	7.0	16.0	5.0	10.0
ENSMODG00000029587	ENSMODG00000029587	0.3	0.3			0.1	1.0
ENSMODG00000029588	ENSMODG00000029588				0.1	0.1	
ENSMODG00000029589	ENSMODG00000029589	0.1	0.1		0.1		0.1
ENSMODG00000029590	ENSMODG00000029590	2.0	1.0	0.2	0.5	0.2	2.0
ENSMODG00000029591	ENSMODG00000029591	0.5		0.1	0.1	0.1	0.1
ENSMODG00000029592	ENSMODG00000029592	26.0	51.0	7.0	13.0	6.0	14.0
ENSMODG00000029593	SRRM3	68.0	114.0				0.2
ENSMODG00000029594	ENSMODG00000029594	0.1	0.1	0.3	0.2	2.0	0.3
ENSMODG00000029595	ENSMODG00000029595	9.0	10.0	2.0	2.0	0.4	7.0
ENSMODG00000029596	ENSMODG00000029596					0.3	0.6
ENSMODG00000029597	ENSMODG00000029597						1.0
ENSMODG00000029598	ENSMODG00000029598	0.6	0.1	0.4	1.0	2.0	3.0
ENSMODG00000029599	ENSMODG00000029599	3.0			0.3	0.1	0.4
ENSMODG00000029601	ENSMODG00000029601	5.0	0.5	0.5	2.0		2.0
ENSMODG00000029602	ENSMODG00000029602	0.2	0.1		0.1		0.4
ENSMODG00000029603	ENSMODG00000029603	4.0	3.0	0.7	1.0	0.9	4.0
ENSMODG00000029604	ENSMODG00000029604	0.4		0.3	17.0		10.0
ENSMODG00000029605	ENSMODG00000029605						0.1
ENSMODG00000029606	ENSMODG00000029606	0.3				0.1	0.1
ENSMODG00000029607	ENSMODG00000029607	0.6	1.0	0.6	0.7	0.5	2.0
ENSMODG00000029608	ENSMODG00000029608	0.1	0.1				
ENSMODG00000029609	ENSMODG00000029609	6.0	6.0	2.0	5.0	1.0	2.0
ENSMODG00000029610	ENSMODG00000029610	0.2	0.1		0.2	0.1	0.5
ENSMODG00000029611	ENSMODG00000029611	22.0	53.0	18.0	31.0	3.0	110.0
ENSMODG00000029612	ENSMODG00000029612			0.1			40.0
ENSMODG00000029614	ENSMODG00000029614	2.0	1.0	0.5	0.8	1.0	0.9
ENSMODG00000029615	ENSMODG00000029615	3.0	3.0	0.5	1.0	0.3	2.0
ENSMODG00000029616	ENSMODG00000029616	0.8	0.4	0.3	0.5	0.2	0.7
ENSMODG00000029617	FAM19A4	5.0	2.0		3.0	3.0	0.1
ENSMODG00000029619	ENSMODG00000029619	0.4					
ENSMODG00000029621	ENSMODG00000029621	0.3	0.1		0.1		0.6
ENSMODG00000029622	ENSMODG00000029622	3.0	0.6	0.1	0.2	0.2	
ENSMODG00000029623	ENSMODG00000029623	1.0	3.0	0.5	0.5		0.6
ENSMODG00000029625	ENSMODG00000029625	21.0	2.0		0.2		0.2
ENSMODG00000029626	ENSMODG00000029626	0.1	0.1				260.0
ENSMODG00000029628	ENSMODG00000029628	22.0	65.0	9.0	7.0	0.8	58.0
ENSMODG00000029629	ENSMODG00000029629	1.0	0.8	3.0	6.0	13.0	2.0
ENSMODG00000029630	ENSMODG00000029630	7.0		0.3	0.5		3.0
ENSMODG00000029631	ENSMODG00000029631	0.2	0.2	0.2	0.3	0.5	0.6
ENSMODG00000029632	ENSMODG00000029632	0.7	0.6	0.4	0.4	0.4	0.3
ENSMODG00000029633	ENSMODG00000029633						0.3
ENSMODG00000029634	ENSMODG00000029634	1.0	1.0	0.1		0.1	1.0
ENSMODG00000029635	ENSMODG00000029635	1.0	0.6				0.1
ENSMODG00000029636	ENSMODG00000029636	0.5	0.2		0.2		7.0
ENSMODG00000029637	ENSMODG00000029637	5.0	6.0	5.0	4.0	2.0	3.0
ENSMODG00000029638	ENSMODG00000029638	0.4	0.5	0.3	0.1	0.6	0.6
ENSMODG00000029639	ENSMODG00000029639	0.7	0.3		7.0	0.1	0.3
ENSMODG00000029640	ENSMODG00000029640	13.0	9.0		2.0		
ENSMODG00000029641	ENSMODG00000029641			0.2	0.1	0.1	
ENSMODG00000029642	ENSMODG00000029642	2.0	1.0	0.3	0.4	2.0	2.0
ENSMODG00000029643	ENSMODG00000029643	9.0	8.0	5.0	4.0	2.0	6.0
ENSMODG00000029644	ENSMODG00000029644						2.0
ENSMODG00000029645	ENSMODG00000029645	0.2			0.1		0.1
ENSMODG00000029646	ENSMODG00000029646	23.0	15.0	9.0	15.0	10.0	35.0
ENSMODG00000029647	ENSMODG00000029647	0.6	0.5	0.3	0.9	0.1	1.0
ENSMODG00000029648	ENSMODG00000029648	1.0	0.9	0.6	0.5	0.2	0.6
ENSMODG00000029649	ENSMODG00000029649	0.1	0.1				9.0
ENSMODG00000029650	ENSMODG00000029650	6.0	4.0	1.0	1.0	1.0	4.0
ENSMODG00000029651	ENSMODG00000029651	0.2	3.0				
ENSMODG00000029652	ENSMODG00000029652	7.0	6.0	3.0	4.0	3.0	8.0
ENSMODG00000029653	ENSMODG00000029653					0.4	0.1
ENSMODG00000029654	ENSMODG00000029654	1.0	0.1				0.2
ENSMODG00000029655	ENSMODG00000029655	3.0	0.4	0.4	1.0	0.2	1.0
ENSMODG00000029656	CASP18	1.0		0.1	0.4	0.4	
ENSMODG00000029657	ENSMODG00000029657	7.0	0.9	7.0	5.0	3.0	0.8
ENSMODG00000029658	ENSMODG00000029658	0.5	0.3		0.1	0.2	9.0
ENSMODG00000029659	ENSMODG00000029659	9809.0	8482.0	9.0	0.9	0.1	
ENSMODG00000029660	ENSMODG00000029660	3.0		0.2	0.1	1.0	0.3
ENSMODG00000029661	ENSMODG00000029661	1.0					
ENSMODG00000029663	ENSMODG00000029663	6.0	0.7	2.0	2.0	5.0	68.0
ENSMODG00000029664	ENSMODG00000029664	0.2	0.1	0.2		0.1	0.1
ENSMODG00000029665	ENSMODG00000029665	1.0	1.0	0.2	0.8	1.0	0.9
ENSMODG00000029666	ENSMODG00000029666		0.1				0.4
ENSMODG00000029667	ENSMODG00000029667	0.1					0.1
ENSMODG00000029668	ENSMODG00000029668					0.1	
ENSMODG00000029669	ENSMODG00000029669	11.0	111.0	47.0	42.0	21.0	6.0
ENSMODG00000029670	ENSMODG00000029670						0.2
